"Неизвестный слева","2013-03-09","кадеты","сабля","False","Российские","female","Кубок России"
"Коричневый отношение","2015-10-24","кадеты","сабля","False","Российские","female","цикл U-23"
"Происходить плюнуть","2021-11-17","кадеты","рапира","False","Европейские","male","Межрегиональные соревнования"
"Иначе дождь","2008-03-05","юниоры","шпага","False","Российские","male","Гран-при"
"Комендант преступник","2015-11-24","кадеты","рапира","False","Российские","female","Соревнования ФО РФ"
"Более генерал","2005-03-29","взрослые","сабля","False","Российские","male","Олимпийские игры"
"Состоять произнести","2016-03-19","взрослые","рапира","False","Европейские","male","Соревнования ФО РФ"
"Бабка каша","2006-01-10","взрослые","сабля","False","Европейские","female","Кубок мира"
"Генерал верхний","2004-01-03","u-23","шпага","True","Российские","female","Кадетский цикл"
"Показаться комната","2019-12-03","кадеты","шпага","False","Российские","male","цикл U-23"
"Осветить присесть","2020-08-01","юниоры","шпага","False","Европейские","male","Кубок России"
"Надолго штаб","2020-03-10","юниоры","шпага","False","Мировые","male","Кадетский цикл"
"Задача послышаться","2020-06-01","кадеты","сабля","True","Мировые","female","Кубок мира"
"Опуститься видать","2014-02-18","u-23","сабля","False","Российские","male","Чемпионат Европы"
"Просьба секунда","2019-12-30","юниоры","рапира","False","Европейские","female","цикл U-23"
"Дождаться солдат","2001-01-21","u-23","шпага","False","Российские","male","Гран-при"
"Опуститься голубой","2001-01-30","u-23","сабля","True","Европейские","male","Соревнования субъекта РФ"
"Палуба обладать","2001-12-23","кадеты","шпага","True","Европейские","male","Кубок мира"
"Некий пояснить","2004-09-15","юниоры","рапира","False","Российские","male","цикл U-23"
"Пустяк национальный","2021-03-16","юниоры","рапира","True","Мировые","male","Соревнования ФО РФ"
"Тихонько весело","2000-02-28","дети","рапира","False","Мировые","female","Кубок России"
"Тепло английский","2016-07-28","кадеты","рапира","False","Европейские","male","Межрегиональные соревнования"
"Писать или","2017-05-24","дети","сабля","False","Европейские","male","Соревнования субъекта РФ"
"Казаться пища","2007-06-16","u-23","шпага","True","Европейские","female","Официальные FIE"
"Отсутствовать россия","2008-10-20","юниоры","сабля","False","Европейские","male","Сателлит"
"Снова убедить","2004-01-29","юниоры","сабля","False","Мировые","male","Сателлит"
"Называть сыграть","2013-12-21","u-23","сабля","False","Европейские","female","Всероссийские соревнования"
"Следовать включать","2008-08-04","кадеты","рапира","False","Европейские","female","Чемпионат Европы"
"Готовиться москва","2005-09-28","взрослые","шпага","False","Европейские","male","Олимпийские игры"
"Располагаться задумчиво","2020-01-15","дети","сабля","True","Европейские","female","Официальные FIE"
"Сорваться одновременно","2020-08-19","u-23","сабля","True","Мировые","female","Кубок мира"
"Привезти благо","2004-04-18","кадеты","рапира","True","Европейские","male","Гран-при"
"Вызывать извиняться","2002-04-09","юниоры","рапира","True","Мировые","male","Межрегиональные соревнования"
"Россия вождь","2019-09-07","u-23","рапира","True","Европейские","female","цикл U-23"
"Цель ласковый","2022-05-19","взрослые","сабля","False","Российские","male","Сателлит"
"Приличный знамя","2001-09-15","юниоры","рапира","False","Российские","male","Кубок мира"
"Принести отдельный","2010-06-13","юниоры","рапира","False","Российские","male","Чемпионат России"
"Дремать мероприятие","2018-02-10","взрослые","шпага","False","Европейские","male","Гран-при"
"Распахнуть никуда","2008-12-20","дети","сабля","True","Европейские","female","Чемпионат России"
"Исчезать оценить","2003-10-30","дети","шпага","True","Мировые","female","Олимпийские игры"
"Приниматься греметь","2021-06-09","юниоры","рапира","False","Европейские","female","Сателлит"
"Химический де","2002-04-16","u-23","шпага","True","Европейские","female","Соревнования субъекта РФ"
"Высказать провалиться","2016-08-01","взрослые","сабля","False","Европейские","female","Сателлит"
"Повернуться температура","2006-09-06","u-23","сабля","False","Мировые","male","Чемпионат мира"
"Попасться везде","2019-09-21","дети","сабля","True","Российские","male","цикл U-23"
"Ир вести","2004-06-28","взрослые","шпага","False","Европейские","female","Чемпионат мира"
"Перебить работа","2000-11-13","дети","сабля","True","Российские","male","цикл U-23"
"Снова родиться","2011-05-29","юниоры","рапира","True","Российские","male","Межрегиональные соревнования"
"Профессор портрет","2011-05-18","дети","сабля","False","Европейские","male","Чемпионат мира"
"Нижний доказать","2011-03-07","u-23","рапира","True","Российские","female","Кубок России"
"Соответствующий кончик","2006-07-17","кадеты","рапира","True","Российские","female","Олимпийские игры"
"Папироса морда","2005-03-26","взрослые","сабля","True","Российские","male","Сателлит"
"Способствовать корабль","2006-09-25","взрослые","шпага","True","Европейские","female","Кубок России"
"Гул воротник","2002-02-04","u-23","шпага","False","Европейские","male","Официальные FIE"
"Тело покупать","2017-03-15","кадеты","шпага","False","Европейские","male","Гран-при"
"Сегодняшний указывать","2018-07-09","взрослые","рапира","True","Российские","male","Официальные FIE"
"Склад лист","2005-10-25","юниоры","рапира","False","Мировые","female","Чемпионат России"
"Защита колбаса","2005-01-11","u-23","рапира","True","Мировые","male","Чемпионат мира"
"Простить гроб","2015-04-09","юниоры","сабля","False","Мировые","male","Гран-при"
"Отыскать облик","2013-03-26","кадеты","рапира","False","Российские","male","Кубок России"
"Совершенный мысленно","2014-06-25","взрослые","рапира","False","Мировые","female","Соревнования ФО РФ"
"Государство оба","2002-01-27","взрослые","сабля","False","Мировые","female","Чемпионат Европы"
"Иметься убитый","2005-07-21","взрослые","шпага","True","Российские","male","Кубок мира"
"Корабль дорогой","2008-08-12","взрослые","сабля","True","Мировые","female","Официальные FIE"
"Замолчать выборы","2019-09-09","дети","сабля","False","Российские","male","Чемпионат России"
"Теперь сложить","2000-06-07","взрослые","шпага","True","Российские","female","Официальные FIE"
"Пришелец шар","2007-03-11","юниоры","шпага","True","Мировые","female","Чемпионат Европы"
"Помощник ворот","2022-06-05","взрослые","шпага","False","Европейские","female","Межрегиональные соревнования"
"Заказать происходить","2002-11-17","u-23","рапира","False","Мировые","male","Олимпийские игры"
"Общественный сорваться","2017-12-05","юниоры","рапира","True","Мировые","female","Кубок мира"
"Мост почему","2003-12-04","u-23","сабля","False","Мировые","female","Кадетский цикл"
"Практически абсолютный","2010-03-31","дети","рапира","False","Европейские","male","Чемпионат мира"
"Козел преступник","2021-10-13","кадеты","сабля","False","Мировые","male","Гран-при"
"Колбаса обеспечивать","2008-01-08","кадеты","сабля","False","Мировые","male","Всероссийские соревнования"
"Наслаждение небрежно","2007-12-27","кадеты","сабля","False","Российские","male","Сателлит"
"Сравнение ударить","2005-12-22","u-23","сабля","False","Мировые","female","Официальные FIE"
"Растеряться поворот","2021-07-08","взрослые","рапира","False","Европейские","male","Чемпионат России"
"Следствие поздно","2004-01-22","взрослые","рапира","False","Российские","female","Соревнования ФО РФ"
"Чиновник лист","2012-02-04","юниоры","рапира","False","Российские","female","Всероссийские соревнования"
"Дошлый мк","2016-01-17","u-23","рапира","True","Мировые","male","Олимпийские игры"
"Заглядывать лес","2008-10-25","дети","рапира","True","Российские","male","Чемпионат Европы"
"Злой вокзал","2019-03-12","юниоры","рапира","True","Европейские","female","Чемпионат мира"
"Грохот близкий","2001-05-30","взрослые","рапира","False","Европейские","female","Сателлит"
"Демократия изредка","2010-07-24","u-23","сабля","False","Российские","female","Межрегиональные соревнования"
"Кузнец заведение","2021-05-08","u-23","рапира","False","Российские","female","Соревнования ФО РФ"
"Команда пояснить","2008-11-07","взрослые","сабля","False","Мировые","male","цикл U-23"
"Орел терять","2013-07-24","юниоры","рапира","False","Европейские","male","Всероссийские соревнования"
"Маршал туча","2016-02-02","кадеты","рапира","False","Российские","female","Официальные FIE"
"Каждый середина","2019-07-09","взрослые","шпага","True","Российские","male","Официальные FIE"
"Выиграть задумываться","2014-04-13","кадеты","сабля","False","Европейские","female","Кубок мира"
"Лагерь проехать","2005-10-21","кадеты","рапира","True","Российские","female","Всероссийские соревнования"
"Практически мк","2004-07-29","взрослые","сабля","False","Российские","male","Олимпийские игры"
"Внутрь обратный","2015-01-07","кадеты","рапира","False","Мировые","male","Чемпионат Европы"
"Узел войти","2000-11-09","юниоры","шпага","True","Мировые","female","Гран-при"
"Барин зритель","2009-11-10","дети","сабля","True","Мировые","female","Межрегиональные соревнования"
"Применяться лужа","2012-02-03","u-23","сабля","True","Российские","female","Сателлит"
"Случайно чемодан","2017-12-18","кадеты","рапира","True","Российские","male","Чемпионат мира"
"Ценность морда","2002-10-07","дети","рапира","False","Мировые","female","Соревнования субъекта РФ"
"Милиционер увидеть","2008-07-16","юниоры","рапира","True","Российские","male","Чемпионат мира"
"Обращаться потолок","2021-03-16","взрослые","шпага","True","Российские","male","Кадетский цикл"
"Шар начать","2000-07-10","взрослые","рапира","False","Российские","male","Межрегиональные соревнования"
"Приняться передача","2021-12-19","кадеты","шпага","True","Мировые","female","Гран-при"
"Крепкий военный","2022-11-27","дети","рапира","False","Российские","male","Кадетский цикл"
"Войско ракета","2020-05-22","кадеты","шпага","True","Мировые","male","Чемпионат Европы"
"Пора столб","2000-02-05","кадеты","шпага","True","Европейские","male","Кубок России"
"Особенность чистый","2000-01-05","кадеты","сабля","False","Европейские","male","цикл U-23"
"Эпоха лекция","2022-10-05","кадеты","сабля","False","Мировые","female","Кубок России"
"Мальчик существование","2004-09-22","u-23","рапира","False","Российские","male","Гран-при"
"Прятать разбираться","2005-10-24","юниоры","сабля","False","Мировые","male","Соревнования ФО РФ"
"Практика прижать","2010-11-04","юниоры","сабля","True","Европейские","female","Всероссийские соревнования"
"Ездить политбюро","2018-10-13","взрослые","шпага","False","Европейские","female","Всероссийские соревнования"
"Милиция попадаться","2011-09-27","кадеты","шпага","True","Российские","female","Официальные FIE"
"Представляться полностью","2003-12-04","u-23","шпага","True","Мировые","female","Кадетский цикл"
"Стен находить","2019-04-28","u-23","сабля","True","Мировые","male","Гран-при"
"Культурный внизу","2015-01-20","юниоры","шпага","False","Мировые","male","Официальные FIE"
"Ошибка помнить","2003-09-05","дети","рапира","False","Российские","male","Кадетский цикл"
"Окружающее дурак","2009-01-16","u-23","рапира","False","Европейские","female","Соревнования ФО РФ"
"Совесть луна","2000-06-12","юниоры","шпага","True","Мировые","female","Всероссийские соревнования"
"Крест дверь","2009-12-09","дети","сабля","True","Европейские","male","цикл U-23"
"Вывести банк","2015-06-08","кадеты","рапира","False","Мировые","male","Кубок мира"
"Поза правительство","2005-06-03","взрослые","сабля","True","Российские","female","Чемпионат России"
"Старший маска","2017-10-06","взрослые","шпага","False","Мировые","male","Чемпионат мира"
"Мак подбородок","2011-12-03","кадеты","рапира","False","Российские","male","Кубок России"
"Передавать художник","2012-05-30","дети","рапира","True","Российские","female","Всероссийские соревнования"
"Вылезть жуткий","2013-11-06","кадеты","рапира","False","Европейские","male","Межрегиональные соревнования"
"Плюнуть немало","2016-11-06","юниоры","рапира","True","Мировые","male","Кадетский цикл"
"Данный божий","2016-07-22","u-23","сабля","True","Европейские","female","Кубок России"
"Следователь поцелуй","2011-03-08","взрослые","рапира","True","Мировые","female","Олимпийские игры"
"Плита серьезный","2007-09-13","юниоры","шпага","True","Российские","female","Кубок мира"
"Дурной враг","2010-10-20","кадеты","шпага","True","Российские","male","Чемпионат мира"
"Зверь розовый","2000-09-21","взрослые","рапира","False","Мировые","male","Чемпионат России"
"Де канал","2003-09-06","дети","рапира","True","Российские","male","цикл U-23"
"Зуб обмануть","2010-01-16","взрослые","рапира","True","Мировые","female","цикл U-23"
"Шоссе клетка","2018-08-07","дети","рапира","True","Европейские","male","Кадетский цикл"
"Каюта сотрудник","2000-09-25","взрослые","сабля","True","Европейские","male","Кубок мира"
"Ярость страх","2012-04-05","кадеты","сабля","False","Российские","male","Кубок мира"
"Повернуть исполнение","2003-05-08","кадеты","шпага","False","Мировые","male","Чемпионат мира"
"Славка история","2003-12-27","кадеты","сабля","True","Европейские","male","Всероссийские соревнования"
"Столетие отдыхать","2003-12-28","взрослые","шпага","False","Европейские","male","Чемпионат Европы"
"Пес двенадцать","2010-03-20","кадеты","рапира","True","Российские","female","Гран-при"
"Конь набитый","2015-03-08","взрослые","сабля","False","Российские","male","Всероссийские соревнования"
"Аппетит малыш","2020-01-12","юниоры","шпага","True","Европейские","female","цикл U-23"
"Фабрика телефонный","2014-03-15","взрослые","шпага","True","Европейские","female","Гран-при"
"Можно жизнь","2019-06-19","дети","сабля","False","Европейские","male","цикл U-23"
"Платить установить","2016-08-15","дети","сабля","True","Европейские","male","Межрегиональные соревнования"
"Бревно китай","2004-10-17","юниоры","сабля","True","Российские","male","Всероссийские соревнования"
"Объем надежда","2018-10-09","u-23","рапира","False","Мировые","male","Соревнования ФО РФ"
"Поспешно младший","2015-05-13","юниоры","рапира","False","Европейские","female","Официальные FIE"
"Нарушение королева","2016-09-13","u-23","сабля","False","Европейские","male","Чемпионат России"
"Неужели дождь","2021-05-23","взрослые","рапира","True","Российские","female","Чемпионат мира"
"Главный особенный","2008-05-19","дети","рапира","True","Мировые","female","Соревнования субъекта РФ"
"Правый хрен","2011-08-09","юниоры","шпага","False","Мировые","female","Всероссийские соревнования"
"Прибыть сочинение","2005-04-14","u-23","сабля","False","Российские","female","Сателлит"
"Привлечь пассажир","2010-05-21","u-23","шпага","False","Европейские","female","Кубок России"
"Пустить музыка","2010-05-06","дети","сабля","True","Мировые","female","Соревнования ФО РФ"
"Мышца небось","2012-07-11","u-23","сабля","False","Мировые","female","Соревнования ФО РФ"
"Воспринимать литературный","2014-09-26","взрослые","шпага","True","Российские","female","Соревнования субъекта РФ"
"Люк повод","2013-06-18","юниоры","шпага","False","Европейские","male","цикл U-23"
"Шестой договориться","2009-04-14","кадеты","сабля","True","Российские","male","Чемпионат Европы"
"Вздыхать концерт","2013-01-07","u-23","сабля","False","Мировые","female","Сателлит"
"Уверенность покой","2004-03-28","дети","сабля","False","Мировые","male","Соревнования субъекта РФ"
"Здание радоваться","2017-07-08","кадеты","рапира","True","Мировые","male","Гран-при"
"Горло интересоваться","2018-06-20","u-23","шпага","True","Европейские","female","Чемпионат мира"
"Высказать дом","2000-07-04","юниоры","шпага","True","Российские","male","Чемпионат России"
"Застать глянуть","2021-06-28","взрослые","рапира","True","Мировые","female","Олимпийские игры"
"Неподвижный корточки","2015-09-08","дети","рапира","False","Мировые","female","Кубок мира"
"Три кран","2013-10-14","юниоры","рапира","True","Мировые","female","Олимпийские игры"
"Одетый атака","2015-04-29","u-23","рапира","False","Мировые","female","Кубок России"
"Делиться смех","2017-07-01","дети","шпага","False","Российские","female","Сателлит"
"Сердце казаться","2020-02-13","u-23","сабля","True","Российские","male","Кубок мира"
"Остановка жалость","2018-05-09","дети","сабля","True","Российские","male","Кадетский цикл"
"Обидеться опубликовать","2015-02-10","юниоры","шпага","True","Европейские","male","Чемпионат Европы"
"Засмеяться вдоль","2016-08-16","юниоры","шпага","False","Российские","male","Соревнования субъекта РФ"
"Психологический миновать","2022-09-07","дети","сабля","False","Мировые","female","Кубок России"
"Коммунист южный","2013-06-17","взрослые","шпага","True","Европейские","male","Соревнования ФО РФ"
"Невозможно класс","2014-01-17","юниоры","шпага","False","Российские","male","Кубок мира"
"Брат пауза","2010-04-05","дети","шпага","True","Мировые","male","Сателлит"
"Такси касаться","2000-03-14","кадеты","рапира","False","Европейские","male","цикл U-23"
"Начинаться наверх","2001-11-17","кадеты","сабля","True","Российские","male","Официальные FIE"
"Хутор повесить","2002-06-12","дети","шпага","True","Европейские","male","Межрегиональные соревнования"
"Поверхность разбить","2021-01-30","кадеты","шпага","True","Мировые","male","Всероссийские соревнования"
"Полезный спортивный","2015-03-21","взрослые","сабля","False","Российские","male","Гран-при"
"Спора впереди","2015-03-01","дети","рапира","True","Мировые","male","Официальные FIE"
"Связанный суровый","2010-09-23","дети","шпага","False","Европейские","male","Кубок России"
"Фантастический десять","2014-12-10","u-23","рапира","True","Российские","male","Всероссийские соревнования"
"Неправильный зелень","2008-12-27","взрослые","сабля","True","Европейские","female","Гран-при"
"Плотный пора","2011-12-14","кадеты","рапира","False","Российские","male","Всероссийские соревнования"
"Обидеться огромный","2021-07-13","кадеты","рапира","False","Российские","female","Чемпионат России"
"Доска гот","2000-04-04","кадеты","рапира","False","Европейские","female","Соревнования субъекта РФ"
"Беседовать ввести","2008-12-07","взрослые","рапира","True","Российские","male","Чемпионат России"
"Представление зал","2001-01-05","юниоры","шпага","False","Мировые","male","Официальные FIE"
"Железнодорожный наличие","2001-04-10","юниоры","шпага","True","Мировые","male","Олимпийские игры"
"Зимний оторваться","2020-03-09","дети","сабля","False","Российские","male","Кубок России"
"Звание сэр","2007-12-07","дети","рапира","True","Мировые","male","Кадетский цикл"
"Вывести вечерний","2018-08-12","дети","сабля","True","Мировые","male","Олимпийские игры"
"Стоящий удивляться","2012-08-17","u-23","сабля","True","Российские","female","Чемпионат России"
"Спасть увидеть","2011-11-24","дети","рапира","True","Европейские","male","Кубок мира"
"Сложить бумажка","2017-12-19","u-23","шпага","True","Российские","male","Сателлит"
"Сидя хоть","2015-07-23","юниоры","шпага","True","Российские","male","Соревнования субъекта РФ"
"Кормить подземный","2017-04-06","дети","рапира","True","Европейские","female","Соревнования субъекта РФ"
"Дворец городок","2008-10-03","кадеты","сабля","True","Мировые","female","Чемпионат России"
"Поэт нередко","2012-09-01","взрослые","сабля","False","Российские","male","Чемпионат России"
"Нуждаться палатка","2011-01-24","взрослые","сабля","False","Европейские","female","Межрегиональные соревнования"
"Пост несчастье","2013-09-20","взрослые","шпага","False","Европейские","female","Соревнования субъекта РФ"
"Отрезать дикий","2001-01-25","u-23","сабля","True","Российские","female","Олимпийские игры"
"Котелок братец","2020-12-13","кадеты","сабля","False","Российские","male","Кубок России"
"Мчаться разговор","2011-10-20","дети","шпага","False","Российские","female","Кадетский цикл"
"Жидкость сарай","2018-09-11","u-23","рапира","True","Мировые","female","Кубок России"
"Слышный имущество","2002-12-16","u-23","сабля","False","Российские","female","Сателлит"
"Образ второй","2015-10-08","дети","шпага","True","Европейские","male","Кубок мира"
"Сочинение отобрать","2022-04-08","кадеты","сабля","False","Российские","female","Кубок мира"
"Менять возражать","2003-03-26","дети","рапира","False","Европейские","female","Официальные FIE"
"Поворачиваться убийца","2009-12-24","юниоры","сабля","True","Российские","male","Соревнования субъекта РФ"
"Основной мчаться","2016-05-13","u-23","сабля","True","Европейские","male","Соревнования субъекта РФ"
"Трясти час","2000-06-09","взрослые","шпага","False","Мировые","male","Гран-при"
"Подниматься установить","2019-12-01","u-23","шпага","False","Мировые","male","цикл U-23"
"Колхоз маг","2022-10-27","взрослые","сабля","True","Мировые","female","Гран-при"
"Приподнять ненавидеть","2022-06-14","кадеты","шпага","True","Европейские","female","цикл U-23"
"Беспокоить арест","2001-07-30","юниоры","рапира","True","Российские","female","Олимпийские игры"
"Сынок рассвет","2009-01-01","дети","шпага","True","Европейские","female","Чемпионат России"
"Торговля километр","2018-05-17","u-23","шпага","True","Российские","male","Чемпионат мира"
"Коммунистический лестница","2020-03-28","дети","сабля","False","Мировые","female","Кадетский цикл"
"Выдавать девица","2020-10-01","кадеты","шпага","True","Европейские","female","Гран-при"
"Размышлять или","2009-05-09","юниоры","рапира","False","Мировые","female","цикл U-23"
"Головной полоса","2019-03-20","юниоры","шпага","False","Европейские","male","Соревнования субъекта РФ"
"Мысленно пришлый","2022-05-10","юниоры","шпага","False","Мировые","female","Межрегиональные соревнования"
"Операция кишка","2010-06-12","дети","сабля","True","Мировые","female","цикл U-23"
"Операция слышаться","2021-05-02","юниоры","шпага","False","Российские","female","Официальные FIE"
"Вечерний снежный","2019-09-05","u-23","сабля","True","Европейские","male","Гран-при"
"Сержант ружье","2013-07-22","кадеты","рапира","False","Мировые","male","Чемпионат мира"
"Помощь явно","2000-10-14","дети","сабля","False","Европейские","male","Всероссийские соревнования"
"Ехать версия","2017-08-21","u-23","сабля","True","Российские","female","Олимпийские игры"
"Транспорт молодой","2018-08-12","u-23","сабля","False","Российские","female","Гран-при"
"Начинаться кто","2004-03-25","дети","сабля","True","Европейские","female","цикл U-23"
"Пушок работа","2001-04-01","взрослые","рапира","True","Мировые","male","Сателлит"
"Таковой ванный","2012-07-07","кадеты","рапира","True","Мировые","male","Кадетский цикл"
"Страшно слать","2011-11-28","взрослые","сабля","False","Мировые","female","Соревнования субъекта РФ"
"Застать приказать","2014-12-01","кадеты","шпага","True","Мировые","male","Официальные FIE"
"Седьмой аккуратно","2010-04-15","u-23","сабля","False","Мировые","male","цикл U-23"
"Темно критика","2017-07-15","u-23","рапира","True","Европейские","male","Официальные FIE"
"Выйти решение","2019-09-07","юниоры","рапира","False","Европейские","male","Олимпийские игры"
"Скорый почва","2003-11-17","дети","сабля","False","Российские","male","Соревнования субъекта РФ"
"Сопровождать отдых","2005-04-09","взрослые","сабля","False","Европейские","female","цикл U-23"
"Мужчина давно","2009-12-16","u-23","рапира","False","Мировые","female","Всероссийские соревнования"
"Болезнь явиться","2017-02-24","дети","шпага","False","Европейские","male","Сателлит"
"Смерть количество","2020-11-10","дети","рапира","False","Мировые","male","Кубок мира"
"Морской труба","2003-08-05","u-23","сабля","False","Мировые","male","Соревнования ФО РФ"
"Китайский привычка","2005-06-11","юниоры","шпага","True","Европейские","male","Официальные FIE"
"Окружающий глупость","2006-07-23","u-23","сабля","False","Мировые","female","Гран-при"
"Беспокойство серьезный","2017-09-16","u-23","рапира","True","Российские","male","Чемпионат мира"
"Нарисовать дополнительный","2011-08-07","взрослые","шпага","False","Европейские","female","Сателлит"
"Сгореть лечить","2001-03-11","юниоры","рапира","True","Мировые","female","Кубок России"
"Здесь пусть","2007-10-17","u-23","сабля","True","Российские","female","Кубок России"
"Нести дыхание","2013-08-20","кадеты","шпага","True","Европейские","female","Кубок России"
"Народ отстать","2002-04-26","u-23","сабля","True","Европейские","female","Чемпионат Европы"
"Энергичный согласиться","2014-12-16","взрослые","сабля","False","Европейские","male","Кадетский цикл"
"Рассчитывать вода","2006-11-21","юниоры","шпага","True","Мировые","female","Олимпийские игры"
"Бутылка четвертый","2018-02-02","u-23","рапира","False","Мировые","female","Чемпионат мира"
"Воин птица","2014-01-16","юниоры","сабля","False","Европейские","female","Гран-при"
"Колючий рассматривать","2018-02-13","взрослые","рапира","True","Мировые","male","Соревнования субъекта РФ"
"Акт белый","2016-02-24","дети","рапира","False","Российские","female","Чемпионат России"
"Плотный жест","2006-08-20","дети","шпага","True","Европейские","female","Сателлит"
"Жизненный последовать","2012-09-17","дети","шпага","True","Мировые","female","Межрегиональные соревнования"
"Боже контакт","2013-09-20","u-23","сабля","True","Европейские","female","Всероссийские соревнования"
"Обычай исключение","2013-06-10","юниоры","сабля","True","Европейские","female","Соревнования субъекта РФ"
"Отложить услуга","2004-02-04","кадеты","рапира","False","Европейские","male","Чемпионат России"
"Тварь сцена","2003-10-12","кадеты","рапира","True","Европейские","female","Олимпийские игры"
"Март следствие","2012-03-02","юниоры","шпага","True","Европейские","female","цикл U-23"
"Лишенный эксперимент","2013-01-03","кадеты","сабля","False","Европейские","female","Чемпионат мира"
"Выбрать процесс","2008-10-07","юниоры","шпага","False","Европейские","male","Кубок мира"
"Впрочем веревка","2008-01-21","u-23","рапира","True","Мировые","female","Межрегиональные соревнования"
"Издали внук","2002-08-13","взрослые","рапира","True","Европейские","female","Официальные FIE"
"Выбраться молодой","2012-10-13","u-23","сабля","True","Европейские","female","Соревнования ФО РФ"
"Три ненужный","2001-07-29","юниоры","сабля","True","Российские","male","Соревнования ФО РФ"
"Строка доклад","2006-05-10","дети","рапира","False","Российские","male","Кадетский цикл"
"Разбитый торопиться","2015-10-18","юниоры","шпага","False","Мировые","male","Кубок мира"
"Одеяло перчатка","2021-12-20","дети","рапира","False","Российские","female","Сателлит"
"Картошка люк","2000-10-12","кадеты","рапира","True","Европейские","male","Межрегиональные соревнования"
"Сперва оборона","2020-06-19","дети","рапира","True","Мировые","female","Официальные FIE"
"Пустыня хоббит","2000-03-29","юниоры","сабля","True","Европейские","male","Всероссийские соревнования"
"Должность затылок","2004-07-25","юниоры","рапира","False","Европейские","male","Соревнования субъекта РФ"
"Колодец запретить","2018-04-06","кадеты","рапира","False","Мировые","female","Чемпионат России"
"Оттого взять","2018-05-25","взрослые","шпага","False","Европейские","female","Гран-при"
"Добиться превращаться","2013-05-03","взрослые","шпага","False","Российские","female","Кадетский цикл"
